match_id,game_duration,game_mode,t100_kills,t100_deaths,t100_assists,t100_gold,t100_damage,t100_cs,t100_vision,t100_wardsPlaced,t100_wardsKilled,t100_controlWards,t100_towers,t100_dragons,t100_herald,t100_barons,t100_phdmg,t100_mgdmg,t100_trdmg,t100_goldpermin,t100_inhibitors,t200_kills,t200_deaths,t200_assists,t200_gold,t200_damage,t200_cs,t200_vision,t200_wardsPlaced,t200_wardsKilled,t200_controlWards,t200_towers,t200_dragons,t200_barons,t200_herald,t200_phdmg,t200_mgdmg,t200_trdmg,t200_goldpermin,t200_inhibitors,team_100_win
NA1_5483424723,1634,CHERRY,69,48,60,191700,479273,0,0,0,0,0,0,0,0,0,189888,245523,43849,7039.167686658507,0,30,53,28,95315,225626,0,0,0,0,0,0,0,0,0,84676,89825,51116,3499.938800489596,0,1
NA1_5483269086,1205,CLASSIC,25,14,31,45485,69725,693,112,38,13,0,4,1,2,0,44790,23074,1857,2264.8132780082988,0,14,26,16,37099,60921,615,116,53,6,0,1,0,0,0,36346,15546,9025,1847.253112033195,0,1
NA1_5483253695,1625,CLASSIC,33,44,42,58467,93825,799,136,62,10,0,4,1,0,0,60181,31676,1965,2158.7815384615387,0,44,33,48,67854,117755,880,148,59,13,0,9,3,1,0,51748,47677,18326,2505.3784615384616,1,0
NA1_5483229913,2078,CLASSIC,25,24,38,76323,112351,1223,269,86,49,0,9,1,1,1,43908,60340,8097,2203.7439846005777,1,24,25,44,72936,135499,1293,280,115,38,0,7,3,0,0,80226,47728,7542,2105.9480269489895,1,1
NA1_5483198320,1551,CLASSIC,32,17,55,58898,107849,835,180,66,18,0,9,2,1,0,47284,57296,3264,2278.4526112185686,1,16,32,28,46041,78538,786,179,73,16,0,2,2,0,0,40883,35173,2478,1781.0831721470017,0,1
NA1_5483166131,1853,CLASSIC,23,42,35,61730,99105,994,202,77,24,0,4,0,3,1,50434,44796,3869,1998.8127361036159,0,41,23,59,72478,119653,1014,254,105,29,0,8,4,1,0,64131,44955,10564,2346.832164058284,2,0
NA1_5483123728,2299,CLASSIC,43,21,87,85890,171570,1311,338,128,40,0,9,3,2,1,94588,71038,5938,2241.583297085689,1,21,43,51,72967,138077,1117,277,109,36,0,4,1,1,0,82704,48506,6863,1904.3149195302303,0,1
NA1_5483088397,1806,CLASSIC,33,28,58,63806,158687,920,199,79,22,0,3,1,1,1,83205,63275,12205,2119.8006644518273,0,28,33,66,68262,156542,997,193,85,25,0,8,3,0,0,59832,87702,9003,2267.840531561462,1,0
NA1_5482430200,1222,CLASSIC,27,13,45,49058,77694,730,104,42,9,0,6,2,1,0,47308,27828,2554,2408.7397708674303,0,13,27,22,38319,46796,614,70,37,3,0,1,0,0,0,13945,28793,4054,1881.456628477905,0,1
NA1_5482396704,1911,CLASSIC,26,43,33,60943,133172,907,227,88,20,0,6,0,0,0,54524,73383,5260,1913.4379905808476,0,43,26,73,72885,138463,1020,230,83,26,0,9,5,1,0,65181,61861,11416,2288.3830455259026,2,0
NA1_5482334583,2288,CLASSIC,32,38,41,77197,137955,1221,240,72,43,0,4,0,0,0,71410,55731,10808,2024.3968531468531,0,38,32,58,83716,140207,1161,262,104,16,0,9,6,2,1,81347,41060,17795,2195.3496503496503,3,0
NA1_5482268688,1907,CLASSIC,31,17,60,71902,125240,1054,256,95,32,0,7,3,3,2,55515,64366,5353,2262.254850550603,2,17,31,19,56977,96826,988,226,95,23,0,4,1,0,0,56530,28787,11503,1792.669113791295,0,1
NA1_5482204970,1562,CLASSIC,42,14,73,62783,118038,882,159,64,13,0,9,1,1,1,68469,44873,4690,2411.638924455826,0,14,43,29,50156,79033,806,147,70,10,0,2,3,0,0,28223,43643,7164,1926.606914212548,0,1
NA1_5480567574,1055,CLASSIC,25,12,31,40771,70006,601,93,39,11,0,4,1,1,0,40477,26983,2543,2318.729857819905,0,12,25,14,30382,52528,475,84,39,10,0,0,1,0,0,25699,25307,1516,1727.8862559241707,0,1
NA1_5480531654,1686,CLASSIC,25,27,43,53829,93883,791,201,75,24,0,1,2,2,0,47541,42658,3681,1915.6227758007117,0,27,25,57,67896,128112,965,221,80,21,0,9,2,1,0,58250,63265,6595,2416.2277580071172,2,0
NA1_5479733113,1713,CLASSIC,41,16,59,67613,123692,888,143,52,20,0,10,2,1,1,66776,49148,7763,2368.2311733800348,1,16,41,23,54783,114626,916,184,70,16,0,2,1,0,0,66546,41662,6413,1918.8441330998248,0,1
NA1_5479591465,1487,CLASSIC,17,38,17,44334,75475,731,148,60,21,0,1,1,0,0,36978,36416,2078,1788.8634835238734,0,38,17,67,61491,106088,794,165,61,23,0,10,2,1,1,58996,43231,3857,2481.143241425689,2,0
NA1_5479535443,1584,CLASSIC,15,35,18,45951,71533,776,143,57,15,0,1,0,0,0,35723,29269,6536,1740.568181818182,0,35,15,50,63324,112230,964,194,79,22,0,11,2,1,0,57280,47291,7656,2398.636363636364,2,0
NA1_5479513039,89,CLASSIC,0,0,0,3033,1167,14,0,0,0,0,0,0,0,0,801,263,102,2044.7191011235955,0,0,0,0,3019,508,14,0,1,0,0,0,0,0,0,293,194,20,2035.2808988764043,0,1
NA1_5479468758,2032,CLASSIC,31,23,46,73178,119814,1159,280,122,33,0,10,3,4,2,71502,46363,1944,2160.767716535433,1,23,31,38,66381,125095,1120,262,97,41,0,3,2,0,0,70573,37032,17487,1960.0688976377953,0,1
NA1_5483285502,1386,CLASSIC,26,45,35,50243,68785,656,112,46,14,0,2,0,0,0,51070,14739,2972,2175.021645021645,0,45,27,53,60799,113442,771,137,58,10,0,10,3,1,1,69070,38333,6034,2631.991341991342,2,0
NA1_5483268666,2567,CLASSIC,39,29,49,88716,152937,1397,313,122,37,0,7,3,3,1,97035,35128,20769,2073.611219322166,0,29,39,57,90002,148329,1419,315,111,38,0,11,4,1,0,81685,36709,29928,2103.6696532917804,3,0
NA1_5483258814,1016,CLASSIC,24,9,23,39854,50864,613,107,45,11,0,4,1,1,0,30797,18499,1566,2353.582677165354,0,9,24,10,29734,42454,498,83,39,3,0,1,0,0,0,25811,16374,265,1755.9448818897638,0,1
NA1_5483235717,2009,CLASSIC,36,33,67,70737,123574,866,214,91,24,0,10,2,0,1,89956,27925,5689,2112.6032852165254,3,33,36,53,63517,131881,894,272,84,43,0,2,3,0,2,42902,80829,8146,1896.973618715779,0,1
NA1_5483212487,1568,CLASSIC,14,36,24,51134,76335,810,149,63,12,0,4,1,0,0,33760,37473,5100,1956.6581632653063,0,36,14,67,61549,90859,834,191,62,19,0,10,3,1,2,55778,32264,2814,2355.1913265306125,2,0
NA1_5483188144,1456,CLASSIC,26,15,36,58159,84653,863,113,51,11,0,9,1,0,1,60516,19670,4463,2396.662087912088,2,15,26,13,43848,66564,791,139,51,16,0,3,2,0,2,20294,38535,7730,1806.923076923077,0,1
NA1_5483161946,1491,CLASSIC,18,33,17,49304,82471,766,133,65,8,0,2,0,3,0,21054,51781,9631,1984.0643863179073,0,33,19,41,57342,103549,840,156,58,21,0,10,4,1,0,49524,49197,4821,2307.5251509054324,2,0
NA1_5483117318,2370,CLASSIC,37,27,45,78211,128107,1199,318,137,33,0,7,3,2,1,54497,65914,7691,1980.0253164556962,1,27,37,46,87888,174227,1346,279,90,55,0,7,3,1,0,59547,94483,20193,2225.012658227848,1,0
NA1_5483093770,1242,CLASSIC,8,25,10,34347,47665,643,112,56,8,0,0,0,0,0,26836,17330,3495,1659.2753623188407,0,25,8,27,48715,69715,787,145,57,17,0,5,3,0,1,35696,32202,1813,2353.381642512077,0,0
NA1_5483051307,1734,CLASSIC,37,29,71,66624,120482,921,231,90,29,0,11,4,1,1,40092,78113,2275,2305.3287197231834,1,29,37,28,55237,115178,844,214,79,29,0,3,0,0,0,62719,46622,5834,1911.3148788927338,0,1
NA1_5483009120,1769,CLASSIC,20,35,28,57257,99445,937,252,90,32,0,3,0,0,0,54915,41061,3464,1942.0124364047483,0,35,20,51,68314,123092,994,263,90,37,0,8,4,1,0,66903,49090,7094,2317.0378745053704,1,0
NA1_5482974416,1348,CLASSIC,19,27,22,45434,69519,684,150,65,17,0,2,0,0,0,46875,15594,7045,2022.284866468843,0,27,19,35,53431,76942,651,151,63,17,0,10,3,1,1,48943,23255,4739,2378.2344213649853,2,0
NA1_5482937400,1694,CLASSIC,20,15,38,59788,88256,961,166,77,16,0,8,1,0,0,45670,34687,7893,2117.6387249114523,1,15,20,27,55324,101708,965,206,80,20,0,5,2,1,2,60004,34502,7198,1959.5277449822904,0,1
NA1_5481716601,1807,CLASSIC,23,29,30,56489,87942,931,203,74,24,0,1,1,0,0,39964,43831,4142,1875.672385168788,0,29,23,39,66387,105630,981,211,71,29,0,8,3,1,2,70257,21798,13571,2204.327614831212,1,0
NA1_5481710864,1963,CLASSIC,28,30,59,69820,125291,1056,249,102,31,0,7,2,0,0,71109,47618,6560,2134.0804890473764,1,30,28,55,67936,142549,981,226,94,30,0,5,3,1,1,81757,56520,4268,2076.4951604686703,0,1
NA1_5481700713,1845,CLASSIC,21,15,21,63129,109912,1123,216,95,23,0,9,2,2,1,51068,54328,4510,2052.9756097560976,1,15,21,14,57690,94414,1032,210,86,22,0,6,2,1,0,37943,50232,6234,1876.0975609756097,0,1
NA1_5481691680,2338,CLASSIC,34,32,64,80664,185661,1150,306,121,40,0,7,4,2,1,81034,88723,15897,2070.076988879384,1,32,34,38,71788,159195,1119,272,94,38,0,4,2,0,0,61165,86544,11483,1842.2925577416595,0,1
NA1_5481685115,1562,CLASSIC,36,22,58,61286,110343,863,169,72,13,0,7,2,4,1,53619,53344,3377,2354.135723431498,1,22,36,42,53294,113605,778,143,57,16,0,2,2,0,0,44744,59529,9326,2047.1446862996158,0,1
NA1_5481680059,1588,CLASSIC,27,31,42,56436,91070,807,181,73,14,0,3,1,0,1,53395,31116,6553,2132.3425692695214,0,31,27,71,63950,118839,879,185,65,23,0,8,2,0,3,63123,48233,7478,2416.2468513853905,1,0
NA1_5481672785,1104,CLASSIC,10,26,10,32906,38951,554,96,40,10,0,0,0,0,0,24568,11945,2433,1788.3695652173915,0,26,10,28,45282,51715,709,117,52,9,0,5,2,0,1,26149,23937,1625,2460.9782608695655,1,0
NA1_5482623222,1772,CLASSIC,39,20,33,70892,141312,1037,175,67,19,0,10,3,0,1,64054,70891,6365,2400.4063205417606,1,20,39,21,54619,97817,884,183,68,19,0,2,0,0,1,37198,43851,16761,1849.4018058690745,0,1
NA1_5482600097,2284,CLASSIC,43,57,67,83772,173757,1032,229,104,14,0,7,1,2,0,76664,89861,7228,2200.665499124343,1,57,43,85,90286,231193,1159,241,89,25,0,10,4,2,0,127071,69205,34914,2371.786339754816,3,0
NA1_5482569901,1645,CLASSIC,26,21,35,60344,107883,865,187,78,24,0,7,1,2,1,31862,71185,4832,2200.996960486322,1,21,26,36,53012,85302,837,192,79,19,0,4,3,0,0,48032,31404,5863,1933.5683890577507,0,1
NA1_5482554622,1420,CLASSIC,29,33,55,45057,76521,630,130,49,12,0,1,1,3,0,30940,35006,10568,1903.8169014084506,0,33,29,68,57708,103616,680,154,71,8,0,9,2,1,0,43044,57930,2636,2438.3661971830984,2,0
NA1_5482547893,1476,CLASSIC,15,34,20,45723,77656,787,122,53,11,0,2,0,3,0,34917,38300,4436,1858.6585365853657,0,34,15,46,58658,100885,801,178,68,22,0,5,3,1,0,43077,47566,10239,2384.471544715447,0,0
NA1_5482539771,1478,CLASSIC,14,34,14,46143,87712,822,138,49,15,0,1,2,0,0,31458,52679,3569,1873.1935047361299,0,34,14,43,58085,96807,902,155,68,14,0,9,2,1,0,51294,41782,3728,2357.983761840325,1,0
NA1_5482137901,1415,CLASSIC,7,30,15,37919,57139,651,149,53,13,0,0,0,0,0,34808,19925,2403,1607.8727915194347,0,30,7,62,54958,99304,782,163,67,12,0,10,3,1,3,38274,56140,4886,2330.374558303887,1,0
NA1_5481963612,1363,CLASSIC,25,15,44,54190,74553,841,168,65,16,0,9,3,1,1,39012,31743,3794,2385.4732208363903,1,15,25,24,42676,47464,733,141,57,13,0,1,0,0,0,16307,28933,2221,1878.6206896551726,0,1
NA1_5481922720,2072,CLASSIC,26,36,34,68166,127713,1100,277,105,36,0,4,1,0,0,48801,64894,14013,1973.918918918919,0,36,26,39,72647,109738,1057,309,116,35,0,9,4,1,1,21793,85752,2191,2103.6776061776063,3,0
NA1_5481864174,1739,CLASSIC,36,20,64,64949,111318,850,209,76,35,0,9,3,1,1,53524,49999,7790,2240.9085681426104,1,20,36,31,54591,77862,855,214,80,27,0,1,1,0,0,37671,36827,3362,1883.5307648073606,0,1
NA1_5481834304,2150,CLASSIC,32,43,37,75907,119767,1105,263,79,34,0,3,2,3,1,49332,60717,9711,2118.33488372093,0,43,32,78,82897,160761,1115,261,88,28,0,10,4,1,0,95047,54941,10770,2313.4046511627907,1,0
NA1_5481813136,1986,CLASSIC,23,27,35,66595,122069,1013,223,92,24,0,10,4,2,2,24104,89480,8480,2011.9335347432022,3,27,24,53,66814,95689,981,242,93,32,0,6,0,0,0,54978,35982,4724,2018.5498489425981,0,1
NA1_5479077062,1588,CLASSIC,15,37,22,51869,68480,860,184,76,23,0,3,0,3,0,39206,25081,4189,1959.7858942065493,0,37,15,75,64392,110091,935,184,73,22,0,10,4,1,0,38771,68389,2928,2432.947103274559,2,0
NA1_5479057528,1708,CLASSIC,26,20,49,63263,126899,950,195,83,21,0,9,2,3,1,71089,51895,3910,2222.353629976581,2,19,26,22,53839,114309,889,180,69,20,0,3,1,0,0,67733,41462,5108,1891.2997658079626,0,1
NA1_5478669657,2089,CLASSIC,26,41,43,68377,137591,1044,200,65,36,0,8,3,1,0,56218,60684,20684,1963.9157491622784,2,41,26,81,72666,156376,927,242,99,27,0,8,2,2,0,71888,72859,11622,2087.1038774533267,2,0
NA1_5478624366,1537,CLASSIC,32,18,56,61867,98047,903,201,75,23,0,10,2,2,1,55924,39520,2597,2415.1073519843853,1,18,33,20,51202,85797,827,177,76,19,0,2,1,0,0,42319,37504,5970,1998.7768379960962,0,1
NA1_5478570526,1725,CLASSIC,21,39,28,58646,93850,871,165,75,14,0,4,1,0,1,53167,35570,5108,2039.8608695652174,0,39,21,67,64642,119117,907,178,72,18,0,7,4,1,3,50388,62844,5881,2248.417391304348,1,0
NA1_5478535307,1398,CLASSIC,22,10,32,51528,75702,871,135,57,12,0,7,3,1,1,26201,47581,1919,2211.502145922747,1,10,22,16,39832,54878,765,123,48,14,0,0,1,0,0,25119,25276,4479,1709.527896995708,0,1
NA1_5478510313,926,CLASSIC,27,4,44,34958,44448,477,71,32,2,0,3,1,0,0,21893,19234,3317,2265.097192224622,0,4,27,3,25217,33222,449,62,27,3,0,0,0,0,0,22552,8939,1727,1633.9308855291576,0,1
NA1_5478468501,1831,CLASSIC,17,24,17,56540,82786,1061,190,69,19,0,3,1,0,0,18083,62896,1807,1852.7580557072638,0,24,17,42,65581,89922,1089,226,79,28,0,8,3,1,3,37567,47324,5028,2149.022392135445,1,0
NA1_5480711772,1615,CLASSIC,28,18,48,63678,101358,1007,162,64,17,0,11,1,1,1,58354,40706,2292,2365.7461300309596,2,18,28,20,51083,80193,826,154,70,10,0,2,2,0,0,45580,28845,5766,1897.8204334365323,0,1
NA1_5480680795,2229,CLASSIC,21,26,27,77416,125037,1276,337,106,55,0,6,4,0,1,83852,28133,13047,2083.8761776581428,0,26,21,53,77960,113195,1231,281,100,36,0,7,1,0,1,45586,59966,7640,2098.519515477793,2,0
NA1_5480651222,1835,CLASSIC,19,39,24,60762,83670,962,198,72,33,0,2,2,2,0,38586,42358,2720,1986.7683923705722,0,39,19,79,74031,139984,1009,212,80,30,0,9,2,2,0,76645,53747,9591,2420.632152588556,2,0
NA1_5480632843,1217,CLASSIC,11,30,13,36378,56142,627,125,61,7,0,0,0,0,0,21825,30954,3361,1793.492193919474,0,30,11,40,48778,71489,723,147,65,13,0,3,1,0,3,35160,34005,2322,2404.8315529991783,0,0
NA1_5480593641,1576,CLASSIC,17,29,19,49956,89642,820,161,64,14,0,1,0,2,0,55833,26900,6904,1901.8781725888325,0,29,17,39,60344,95304,867,197,84,11,0,9,2,1,0,55131,35996,4172,2297.360406091371,1,0
NA1_5480556479,1757,CLASSIC,25,15,42,62863,100382,978,228,91,30,0,9,1,2,1,40535,52291,7552,2146.7159931701763,2,15,25,21,56653,110906,1000,213,77,35,0,4,3,0,0,46651,60690,3561,1934.6499715424018,0,1
NA1_5480522848,1482,CLASSIC,28,16,42,59310,96988,959,168,66,19,0,10,2,1,1,52796,41966,2222,2401.2145748987855,2,16,28,32,46824,82156,719,157,69,12,0,1,1,0,0,45491,30166,6495,1895.7085020242916,0,1
NA1_5480486827,1367,CLASSIC,21,11,28,52529,60036,877,116,61,13,0,11,1,2,1,33148,23633,3252,2305.58888076079,2,11,21,15,39127,47704,684,125,57,6,0,1,1,0,0,12997,33175,1530,1717.3518653986832,0,1
NA1_5480451081,1036,CLASSIC,15,16,15,34163,36815,591,77,38,8,0,0,0,3,0,20474,13404,2934,1978.5521235521237,0,16,15,12,38705,38487,670,94,43,8,0,3,2,0,0,19318,16884,2281,2241.602316602317,0,0
NA1_5480424560,930,CLASSIC,6,21,5,24757,27017,386,62,26,8,0,0,0,0,0,16201,8364,2449,1597.225806451613,0,21,6,25,37295,48100,552,79,39,5,0,6,1,0,0,30262,15711,2126,2406.1290322580644,0,0
NA1_5479773636,919,CLASSIC,18,9,17,32326,38896,524,88,40,8,0,1,0,0,0,18439,18620,1833,2110.511425462459,0,9,18,13,25376,29564,393,69,35,3,0,0,1,0,0,16392,11623,1542,1656.7573449401523,0,1
NA1_5479760735,1585,CLASSIC,20,46,20,54278,92478,817,105,56,7,0,3,0,2,0,32593,54026,5855,2054.687697160883,0,46,20,60,66378,132275,919,134,51,9,0,10,3,0,0,79789,46157,6324,2512.731861198738,2,0
NA1_5479704942,1442,CLASSIC,17,35,21,43675,76554,773,151,64,18,0,0,0,0,0,31328,44085,1138,1817.267683772538,0,35,17,42,58304,92070,850,149,48,23,0,7,3,1,1,52370,33140,6557,2425.9639389736476,0,0
NA1_5479678996,1544,CLASSIC,17,28,19,47532,63359,777,190,80,19,0,2,0,0,0,40321,18127,4906,1847.0984455958549,0,27,17,56,56860,90845,869,185,70,23,0,4,3,1,2,32323,55153,3367,2209.585492227979,0,0
NA1_5479641639,1470,CLASSIC,31,13,46,58442,101889,853,193,70,16,0,9,2,0,1,55361,44113,2413,2385.387755102041,1,13,31,19,46205,70038,758,153,53,19,0,5,1,0,2,40234,24259,5541,1885.9183673469388,0,1
NA1_5479552753,1866,CLASSIC,39,29,62,67724,116200,975,225,84,29,0,7,2,1,0,77269,34732,4194,2177.620578778135,1,29,39,38,65900,117515,991,240,93,34,0,6,2,2,0,61816,48588,7106,2118.9710610932475,0,1
NA1_5479513618,1558,CLASSIC,27,14,31,58482,80667,962,194,67,32,0,10,2,1,1,28094,48356,4215,2252.19512195122,2,14,27,21,46565,67938,869,181,80,23,0,1,1,0,0,35760,24946,7228,1793.260590500642,0,1
NA1_5480610882,1591,CLASSIC,33,19,39,61292,99203,867,168,73,14,0,10,1,0,1,35282,55683,8233,2311.4519170333124,2,19,33,29,50858,68801,856,153,56,20,0,1,3,0,0,31473,31878,5447,1917.9635449402892,0,1
NA1_5480579562,933,CLASSIC,7,20,8,28073,35463,549,62,37,5,0,0,0,0,0,11033,19067,5359,1805.3376205787781,0,20,7,18,35212,40067,584,78,39,8,0,2,2,0,0,21944,16176,1942,2264.4372990353695,0,0
NA1_5480538767,1419,CLASSIC,16,41,19,44278,62139,659,120,53,9,0,1,2,0,0,23879,34413,3844,1872.2198731501057,0,41,16,61,57995,117873,827,146,52,17,0,6,0,1,1,79645,33201,5024,2452.2198731501057,1,0
NA1_5480503880,1313,CLASSIC,41,22,37,56144,103156,759,125,55,11,0,11,1,1,0,49678,51201,2275,2565.6054836252856,3,22,41,24,43359,80423,602,108,43,16,0,1,1,0,0,37360,36597,6460,1981.3709063214014,0,1
NA1_5479651010,1473,CLASSIC,23,40,24,49402,79571,759,151,68,12,0,2,1,0,0,41423,31643,6504,2012.3014256619144,0,40,23,54,67163,106490,840,157,54,23,0,9,3,1,1,57882,38234,10368,2735.7637474541752,3,0
NA1_5479605157,2186,CLASSIC,30,38,45,76650,131264,1097,246,69,32,0,6,1,0,1,70394,43391,17473,2103.84263494968,0,38,30,50,83192,175000,1177,273,95,32,0,9,4,2,0,99376,54782,20838,2283.4034766697164,1,0
